taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,NCBI Taxon ID,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Habitat,Host Name,Isolation,Isolation Country,Genome Size   * assembled,Gene Count   * assembled
650627036,Virus,Finished,Cyclovirus PKgoat11/PAK/2009,Cyclovirus PKgoat11/PAK/2009,"University of California, San Francisco",650627036,942034,,,,,,Capra hircus,,,1751,2
2706795396,Virus,Draft,Lactobacillus phage Ldl1 RefSeq Genome,Lactobacillus phage Ldl1,University College Cork,2706795396,1552735,Host-associated,Microbial,,Bacteria,,Lactobacillus,,,74806,79
638276460,Virus,Finished,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage Catera,University of Pittsburgh,638276460,373404,,,,,,Mycobacterium,,,153766,252
2738542836,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei tombus-like virus 1 WHWN54407,"BGI Tech Solutions Co., Ltd.",2738542836,1923255,Host-associated,Arthropoda,,,,,,China,5430,4
2757320636,Virus,Draft,Genome sequencing of Bivalve RNA virus G4,Bivalve RNA virus G4,University of Padova,2757320636,1926997,Host-associated,Invertebrates,,,,invertebrates,,,7567,1
2738541689,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei noda-like virus 7 WHCC113193,"BGI Tech Solutions Co., Ltd.",2738541689,1922987,Host-associated,Arthropoda,,,,,,China,2900,1
2708742444,Virus,Draft,Single Virus Genomics,Uncultured Surface Seawater Single Virus 41_H4,University of Alicante,2708742444,10239,Environmental,Aquatic,Coastal,Marine,,,Surface seawater,Spain,64198,63
2757321034,Virus,Draft,Genome sequencing of Bruges virus,Bruges orthohantavirus,,2757321034,1679445,Host-associated,Human,,,,Homo sapiens,,,12008,3
641201021,Virus,Finished,Blackberry virus Y,Blackberry virus Y,"Oregon State University, U.S. Department of Agriculture, Agricultural Research Service ",641201021,323118,,,,,,Rubus L.,,,10851,1
643677424,Virus,Finished,Highlands J virus,Highlands J virus,University of Georgia,643677424,11024,,,,,,Buteo jamaicensis,,,11526,2
638276298,Virus,Finished,Johnsongrass chlorotic stripe mosaic virus,Johnsongrass chlorotic stripe mosaic virus,"Microorganisms, Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures",638276298,229149,,,,,,Tombusviridae,,,4421,5
642918873,Virus,Finished,Mycobacterium phage Adjutor,Mycobacterium phage Adjutor,University of Pittsburgh,642918873,528321,,,,,,Mycobacterium smegmatis,,,64511,86
2738542644,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei dimarhabdovirus virus 4 SCM46012,"BGI Tech Solutions Co., Ltd.",2738542644,1922869,Host-associated,Arthropoda,,,,,,China,6918,1
2738541716,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai noda-like virus 19 BHZY60825,"BGI Tech Solutions Co., Ltd.",2738541716,1922472,Host-associated,Mollusca,,,,,,China,5968,2
2708742321,Virus,Draft,Gorilla smacovirus RefSeq Genome,Gorilla smacovirus SF3,Blood Systems Research Institute (BSRI),2708742321,1603068,Host-associated,Mammals,,,,Gorilla,,,2532,2
2588253561,Virus,Permanent Draft,Changuinola virus,Changuinola virus,Instituto Evandro Chagas,2588253561,40052,,,,,,Oryzomys goeldi,,,19771,10
2595698920,Virus,Finished,Human papillomavirus sequencing - Albert Einstein College of Medicine,Human papillomavirus type 140,Albert Einstein College of Medicine,2595698920,1070413,,,,,,Homo sapiens,,,7341,7
638276911,Virus,Finished,Sugarcane yellow leaf virus,Sugarcane yellow leaf virus,Texas A and M University,638276911,94290,,,,,,Saccharum sp. hybrid cultivar CP65-357,,,5899,6
642973512,Virus,Finished,Bacillus phage SPO1,Bacillus phage SPO1,University of Pittsburgh,642973512,10685,,,,,,Bacillus subtilis,,,132562,209
2738542302,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai noda-like virus 20 BHZY60039,"BGI Tech Solutions Co., Ltd.",2738542302,1922474,Host-associated,Mollusca,,,,,,China,5514,2
2757320941,Virus,Draft,Genome sequencing of Variegated squirrel bornavirus,Variegated squirrel bornavirus 1 BH_3-16-2,"Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health",2757320941,1885248,,,,,,,,,8786,6
642918879,Virus,Finished,Mycobacterium phage Kostya,Mycobacterium phage Kostya,University of Pittsburgh,642918879,546183,,,,,,Mycobacterium,,,75811,145
2706795475,Virus,Draft,Magnaporthe oryzae virus 3 RefSeq Genome,Magnaporthe oryzae virus 3 QSP5,Huazhong Agricultural University (HZAU),2706795475,1661396,Host-associated,Fungi,,,,Magnaporthe oryzae,,,5181,2
638276084,Virus,Finished,Fujinami sarcoma virus,Fujinami sarcoma virus,,638276084,11885,,,,,,Gallus gallus,,,4788,1
2738541438,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei bunya-like virus 11 WGML134260,"BGI Tech Solutions Co., Ltd.",2738541438,1922844,Host-associated,Arthropoda,,,,,,China,7824,1
2711768797,Virus,Draft,"Molluscs and insect larvae associated viral genomes from Lake Sarah, New Zealand",Lake Sarah-associated circular virus-39 LSaCV-39-LSGA-2013,University of Canterbury,2711768797,1685767,Host-associated,Invertebrates,,,,,,New Zealand,3208,2
642918880,Virus,Finished,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage Lockley,University of Pittsburgh,642918880,540067,,,,,,Mycobacterium,,,51478,90
651703074,Virus,Finished,Pseudoalteromonas phage H105/1,Pseudoalteromonas phage H105/1,Max Planck Institute for Marine Microbiology,651703074,877240,,,,,,Pseudoalteromonas sp. H105,,,30651,52
638276002,Virus,Finished,Enterobacteria phage P2,Escherichia virus P2,Virginia Commonwealth University,638276002,10679,,,,,,Escherichia coli O157:H43 str. T22,,,33593,43
2738542018,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenzhou picorna-like virus 20 WZSBei68985,"BGI Tech Solutions Co., Ltd.",2738542018,1923605,Host-associated,Mollusca,,,,,,China,8476,2
2738541590,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei picorna-like virus 47 WHYY21982,"BGI Tech Solutions Co., Ltd.",2738541590,1923128,Host-associated,Arthropoda,,,,Scutigeridae,,China,10106,1
2738542619,Virus,Draft,Redefining the invertebrate RNA virosphere,Wuhan insect virus 9 WHCCII13328,"BGI Tech Solutions Co., Ltd.",2738542619,1923740,Host-associated,Arthropoda,,,,,,China,9305,3
642973554,Virus,Finished,Imperata yellow mottle virus,Imperata yellow mottle virus,,642973554,524023,,,,,,Imperata cylindrica,,,4547,4
2706796506,Virus,Draft,Elderberry associated carlavirus genomes,Elderberry carlavirus B EBCVB,University of Arkansas,2706796506,1569053,Host-associated,Plants,,,,Sambucus,,,8607,6
638276372,Virus,Permanent Draft,Macroptilium yellow mosaic Florida virus,Macroptilium yellow mosaic Florida virus,University of Arizona,638276372,223284,,,,,,Macroptilium sp.,,,5247,7
2706795645,Virus,Draft,Colombian potato soil-borne virus RefSeq Genome,Colombian potato soil-borne virus IS9,Aarhus University,2706795645,1758139,Host-associated,Plants,,,,Colombian potato,,,12362,7
651703071,Virus,Finished,Prochlorococcus phage Sequencing -  Broad Institute,Prochlorococcus phage Syn33,"Broad Institute, Gordon and Betty Moore Foundation Marine Microbiology Initiative",651703071,444878,Environmental,Aquatic,Neritic zone,Marine,,Synechococcus sp. WH7803,"Gulf Stream, North Atlantic Ocean",,174285,232
2706795265,Virus,Draft,"Genome sequencing of viruses from seawater sample in Tampa Bay, Forida, USA",Circoviridae 7 LDMD-2013,University of South Florida,2706795265,1379711,Environmental,Aquatic,Oceanic,Marine,,,,USA,4715,5
646558439,Virus,Finished,Lettuce big-vein associated varicosavirus,Lettuce big-vein associated varicosavirus,Mitsuru Okuda National Agricultural Research Center,646558439,1985698,,,,,,Lactuca sativa,,,12878,6
2706795920,Virus,Draft,Mycobacterium phage HyRo RefSeq Genome,Mycobacterium phage HyRo,University of Pittsburgh,2706795920,1698710,Host-associated,Microbial,,Bacteria,,Mycobacterium,,,153714,250
2609460360,Virus,Draft,Rhizobium phage RR1-A,Rhizobium phage RR1-A,Broad Institute,2609460360,929833,,,,,,Rhizobium radiobacter P007,,,53102,69
642918831,Virus,Finished,Enterobacteria phage 13a,Enterobacteria phage 13a,"Integrated Genomics, Rutgers University",642918831,532076,,,,,,Escherichia coli,,,38841,55
638276492,Virus,Finished,Myzus persicae densovirus,Myzus persicae densovirus,"Plant Research International, Wageningen",638276492,210016,,,,,,Myzus persicae,,,5499,5
638276806,Virus,Finished,Macaca mulatta polyomavirus 1,Macaca mulatta polyomavirus 1,,638276806,1891767,,,,,,Macaca mulatta,,,5243,7
638275670,Virus,Finished,Botrytis virus X,Botrytis virus X,"HortResearch, New Zealand",638275670,174142,,,,,,Botrytis cinerea,,,6966,5
2738541361,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenzhou narna-like virus 6 WZFSL27295,"BGI Tech Solutions Co., Ltd.",2738541361,1923581,Host-associated,Mollusca,,,,Pomacea canaliculata,,China,1950,1
638277099,Virus,Finished,Visna/maedi virus,Visna/maedi virus,,638277099,11741,,,,,,Ovis aries,,,9202,6
641201154,Virus,Finished,Gull circovirus,Gull circovirus,Department for Environment Food and Rural Affairs,641201154,400121,,,,,,Laridae,,,2035,3
2700988848,Virus,Permanent Draft,Latino virus,Latino virus,The Scripps Research Institute,2700988848,45221,,,,,,Calomys callosus,,,10648,4
2582581230,Virus,Finished,Pseudoalteromonas phage sequences - Univ of Arizona,Pseudoalteromonas phage PSA-HS5,University of Arizona,2582581230,196894,,,,,,Pseudoalteromonas spp.,Kabeltonne,Germany,37230,62
638276385,Virus,Finished,Malvastrum leaf curl betasatellite,Malvastrum leaf curl betasatellite,Zhejiang University,638276385,339965,,,,,,Malvastrum coromandelianum L.,,,1354,1
2757320722,Virus,Draft,Genome sequencing of Lagenaria siceraria endornavirus-Hubei,Lagenaria siceraria endornavirus-Hubei,Yangtze University,2757320722,1965306,Host-associated,Plants,,,,Plants,,,15098,1
2597490039,Virus,Finished,Keunjorong mosaic virus,Keunjorong mosaic virus,"National Academy of Agricultural Science, RDA, Korea",2597490039,1080799,,,,,,Cynanchum wilfordii,,,9626,1
645044502,Virus,Finished,Astrovirus VA1,Astrovirus VA1,"Centers for Disease Control and Prevention (CDC), USA",645044502,645687,,,,,,Homo sapiens,,,6586,3
638275636,Virus,Finished,Beet soil-borne mosaic virus,Beet soil-borne mosaic virus,Texas A and M University,638275636,76343,,,,,,Beta vulgaris,,,14222,10
645044507,Virus,Finished,"Phages of Burkholderia cenocepacia-TAMU, USA",Burkholderia phage BcepIL02,Texas A and M University,645044507,644524,,,,,,Burkholderia cenocepacia,,,62714,77
2738541913,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei noda-like virus 11 arthropodmix22482,"BGI Tech Solutions Co., Ltd.",2738541913,1922967,Host-associated,Arthropoda,,,,,,China,4180,2
2738542841,Virus,Draft,Redefining the invertebrate RNA virosphere,Changjiang tombus-like virus 9 CJLX30737,"BGI Tech Solutions Co., Ltd.",2738542841,1922823,Host-associated,Arthropoda,,,,Procambarus clarkia,,China,4230,2
2738542746,Virus,Draft,Redefining the invertebrate RNA virosphere,Xinzhou nematode virus 3 XZSJSC65579,"BGI Tech Solutions Co., Ltd.",2738542746,1923771,Host-associated,Invertebrates,,Nematoda,,,,China,7661,2
2706796116,Virus,Draft,Salmonella phage vB_SnwM_CGG4-1 RefSeq Genome,Salmonella phage vB_SnwM_CGG4-1,University of Guelph,2706796116,1815631,Host-associated,Microbial,,Bacteria,,Salmonella,,,159878,262
638275537,Virus,Finished,"Complete genomes and proteomes of 27 Staphylococcus aureus bacteriophages - Targanta Therapeutics, Canada",Staphylococcus phage EW,Targanta Therapeutics Corporation,638275537,320841,,,,,,Staphylococcus aureus,,,45286,77
2706796121,Virus,Draft,Ustilaginoidea virens unassigned RNA virus HNND-1 RefSeq Genome,Ustilaginoidea virens unassigned RNA virus HNND-1,Hunan Agricultural University,2706796121,1670975,Host-associated,Fungi,,,,Ustilaginoidea virens,,,2903,2
2700988824,Virus,Draft,Human Microbiome Project (HMP) Viral and Phage Reference Genomes,Pseudomonas phage JBD26,J. Craig Venter Institute (JCVI),2700988824,1093672,Host-associated,Unclassified,Unclassified,Unclassified,Host,Pseudomonas aeruginosa PA14,,,37840,61
2757320896,Virus,Draft,Genome sequencing of Loreto virus,Loreto virus,University of Texas Medical Branch,2757320896,1170422,Host-associated,Invertebrates,,,,invertebrates,,,9136,3
2706795886,Virus,Draft,Torque teno mini virus ALA22 RefSeq Genome,Torque teno mini virus TTMV-ALA22,Centro de Biologia Molecular Severo Ochoa,2706795886,1535290,Host-associated,Human,Oral,Digestive system,,Homo sapiens,,,2914,3
2595698274,Virus,Finished,Streptococcus phage phiNJ2,Streptococcus phage phiNJ2,Wageningen University,2595698274,1239381,,,,,,Streptococcus suis NJ2 serotype 9,,,37282,55
638275544,Virus,Finished,Escherichia virus KP26,Escherichia virus KP26,Technion-Israel Institute of Technology,638275544,1920999,,,,,,Escherichia coli O157,,,46072,82
2706795315,Virus,Draft,"Sewage-associated viruses from Christchurch Wastewater Treatment Plant, New Zealand",Sewage-associated gemycircularvirus 2 BS3911,University of Canterbury,2706795315,1519407,Engineered,Wastewater,,,,,,New Zealand,2193,3
2706795161,Virus,Draft,Pseudomonas phage DL60 RefSeq Genome,Pseudomonas phage DL60,University of Bath,2706795161,1640970,Host-associated,Microbial,,Bacteria,,Pseudomonas,,,66103,89
638276942,Virus,Finished,Chalara elegans RNA Virus 1,Chalara elegans RNA Virus 1,Simon Fraser University,638276942,267285,,,,,,Thielaviopsis basicola,,,5310,2
641201377,Virus,Finished,Vibrio phage VP882,Vibrio phage VP882,Soochow University,641201377,261726,,,,,,Vibrio parahaemolyticus,,,38197,71
2738541673,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai sobemo-like virus 3 BHZY60830,"BGI Tech Solutions Co., Ltd.",2738541673,1922700,Host-associated,Mollusca,,,,,,China,4536,2
648936704,Virus,Finished,Bettongia penicillata papillomavirus 1,Bettongia penicillata papillomavirus 1,Murdoch University,648936704,759701,,,,,,Bettongia penicillata,,,7737,7
2706796002,Virus,Draft,Haloarcula californiae icosahedral virus 1 RefSeq Genome,Haloarcula californiae icosahedral virus 1 SS13-6,University of Helsinki,2706796002,1735722,Host-associated,Microbial,,,,Haloarcula californiae,,,31314,47
2700988801,Virus,Permanent Draft,Allpahuayo virus,Allpahuayo virus,"Centers for Disease Control and Prevention (CDC), USA",2700988801,144752,,,,,,Oecomys bicolor,,,10396,4
2588253701,Virus,Permanent Draft,Red clover cryptic virus 1,Red clover cryptic virus 1,Leibniz University of Hanover,2588253701,1408894,,,,,,Trifolium pratense cv. Nemaro,,,3646,2
2706795898,Virus,Draft,Wuhan Louse Fly Virus 5 RefSeq Genome,Wuhan Louse Fly Virus 5 BFJSC-5,Chinese Center for Disease Control and Prevention (China CDC),2706795898,1608119,Host-associated,Insecta,,,,Hippoboscidae,,,11103,5
638276609,Virus,Finished,Stenotrophomonas phage phiSMA9,Stenotrophomonas phage phiSMA9,University Rostock,638276609,334856,,,,,,Stenotrophomonas maltophilia Khak84,,,6907,7
2706795133,Virus,Draft,Fruit bat alphaherpesvirus 1 RefSeq Genome,Fruit bat alphaherpesvirus 1,Hokkaido University,2706795133,1343901,Host-associated,Animal,,,,Fruit bat,,,149459,70
2757320816,Virus,Draft,Genome sequencing of Felis catus papillomavirus type 5,Felis catus papillomavirus type 5,Massey University,2757320816,2025339,Host-associated,Unclassified,Unclassified,Unclassified,,vertebrates,,,7600,7
638275411,Virus,Finished,Actinoplanes phage phiAsp2,Actinoplanes phage phiAsp2,University of Munster,638275411,279303,,,,,,Actinoplanes sp. SN223/29,,,58638,76
645044599,Virus,Finished,Streptococcus phage M102,Streptococcus phage M102,University of Zurich,645044599,372457,,,,,,Streptococcus mutans,,,31147,41
2595698501,Virus,Finished,Grapevine endophyte endornavirus,Grapevine endophyte endornavirus,Stellenbosch University,2595698501,1249676,,,,,,Vitis vinifera endophyte,,,12154,1
638276889,Virus,Finished,Group A Streptococcus phages with putative virulence factors - Rocky Mountain Laboratories,Streptococcus pyogenes phage 315.5,Rocky Mountain Laboratories,638276889,198542,,,,,,Streptococcus pyogenes MGAS315,,,38206,55
2738542764,Virus,Draft,Redefining the invertebrate RNA virosphere,Xinzhou Mosquito Virus XC3-5,"BGI Tech Solutions Co., Ltd.",2738542764,1608142,Host-associated,Arthropoda,,,,,,China,6362,1
638275730,Virus,Finished,Canine adenovirus 1,Canine adenovirus 1,University of Glasgow,638275730,10512,,,,,,Canis lupus familiaris,,,30536,31
2716885041,Virus,Draft,Laodelphax striatellus picorna-like virus 2 RefSeq Genome,Laodelphax striatellus picorna-like virus 2 LsPV2,Seoul National University,2716885041,1566869,Host-associated,Arthropoda,,,,Laodelphax striatellu,,,10889,1
638275402,Virus,Permanent Draft,Abutilon mosaic virus,Abutilon mosaic virus,University of Hamburg,638275402,10815,,,,,,Abutilon sellovianum REGEL,,,5217,6
2706795510,Virus,Draft,Escherichia phage vB_EcoM-UFV13 RefSeq Genome,Escherichia phage vB_EcoM-UFV13,Federal University of Vicosa,2706795510,1815590,Host-associated,Microbial,,Bacteria,,Escherichia,,,165772,268
2706795744,Virus,Draft,Cronartium ribicola mitovirus 2 RefSeq Genome,Cronartium ribicola mitovirus 2 CrMV2-BC-u3,"Pacific Forestry Centre, Canadian Forest Service",2706795744,1816485,Host-associated,Fungi,,,,Cronartium ribicola,,,2471,1
2588253610,Virus,Finished,Transmissible gastroenteritis virus,Transmissible gastroenteritis virus,J. Craig Venter Institute (JCVI),2588253610,11149,,,,,,Sus scrofa,,,28571,9
2738542307,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai noda-like virus 25 BHWZXX26411,"BGI Tech Solutions Co., Ltd.",2738542307,1922479,Host-associated,Arthropoda,,,,Penaeidae,,China,3130,2
2595698449,Virus,Finished,Aeromonas phage Aes508,Aeromonas phage Aes508,Tulane University,2595698449,1198013,,,,,,Aeromonas salmonicida,,,160646,242
2700988956,Virus,Draft,Pseudomonas phage Pf-10 Genome sequencing,Pseudomonas phage Pf-10,"Institute of Microbiology, Belarus National Academy of Sciences",2700988956,1562076,,,,,,,,,39167,46
2738542496,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei narna-like virus 14 WHCCII12614,"BGI Tech Solutions Co., Ltd.",2738542496,1922944,Host-associated,Arthropoda,,,,,,China,1951,2
2706795529,Virus,Draft,Propionibacterium acnes bacteriophages from human skin,Propionibacterium phage PHL095N00,"University of California, Los Angeles",2706795529,1500814,Host-associated,Microbial,,Bacteria,,Propionibacterium,,,29751,45
642973600,Virus,Finished,Pseudomonas phage PB1,Pseudomonas phage PB1,Public Health Agency of Canada,642973600,538398,,,,,,Pseudomonas aeruginosa,,,65764,93
2738541651,Virus,Draft,Redefining the invertebrate RNA virosphere,Wuhan house centipede virus 3 WHYY18014,"BGI Tech Solutions Co., Ltd.",2738541651,1923707,Host-associated,Arthropoda,,,,,,China,11226,1
2711768832,Virus,Draft,Gemycircularvirus HV-GcV2 RefSeq Genome,Gemycircularvirus HV-GcV2,Aix-Marseille University,2711768832,1862825,,,,,,,,,2262,3
2738541583,Virus,Draft,Redefining the invertebrate RNA virosphere,Wuhan Mosquito Virus 1 WT3-15,"BGI Tech Solutions Co., Ltd.",2738541583,1608126,Host-associated,Arthropoda,,,,,,China,10802,3
2706795981,Virus,Draft,Pseudomonas phage JBD93 RefSeq Genome,Pseudomonas phage JBD93,"University of California, San Francisco",2706795981,1777054,Host-associated,Microbial,,Bacteria,,Pseudomonas,,,36629,55
2706795223,Virus,Draft,Wenzhou Crab Virus 1 RefSeq Genome,Wenzhou Crab Virus 1 RBX2,Chinese Center for Disease Control and Prevention (China CDC),2706795223,1608091,Host-associated,Arthropoda,,,,Crab,,,9591,3
2708742341,Virus,Draft,Listeria phage WIL-1 RefSeq Genome,Listeria phage WIL-1,"Water Research Institute, University of Granada",2708742341,1541821,Host-associated,Microbial,,Bacteria,,Listeria,,,134369,38
641509473,Virus,Finished,Thermus phage P23-45,Thermus phage P23-45,"Fidelity Systems, Inc.",641509473,466051,,,,,,Thermus thermophilus,,,84201,117
645044592,Virus,Finished,Salmonella phage g341c,Salmonella phage g341c,Point Loma Nazarene University,645044592,590739,,,,,,Salmonella enterica subsp. enterica serovar Anatum,,,40975,68
2588253661,Virus,Permanent Draft,Vibrio phage nt-1,Vibrio phage nt-1,Broad Institute,2588253661,115992,,,,,,Vibrio natriegens HER1138,,,247511,405
2595698635,Virus,Finished,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage KayaCho,University of Pittsburgh,2595698635,1340830,,,,,,Mycobacterium smegmatis str. MC2 155,,,70838,95
638276283,Virus,Permanent Draft,Influenza A virus (A/Korea/426/1968(H2N2)),Influenza A virus (A/Korea/426/1968(H2N2)),National Center for Biotechnology Information (NCBI),638276283,488241,,,,,,Homo sapiens,,,13460,11
2588253676,Virus,Permanent Draft,Ostreococcus lucimarinus virus OlV5,Ostreococcus lucimarinus virus OlV5,Broad Institute,2588253676,754064,,,,,,Ostreococcus lucimarinus,,,186468,255
648936746,Virus,Finished,Passerivirus A,Passerivirus A,"Department of Microbiology, The University of Hong Kong",648936746,871699,,,,,,Pale Thrush,,,8035,1
643677409,Virus,Finished,Chaetoceros socialis f. radians RNA virus 01,Chaetoceros socialis f. radians RNA virus 01,"National Research Institute of Fisheries Science, Fisheries Research Agency",643677409,573993,,,,,,Chaetoceros socialis,,,9467,2
2706796104,Virus,Draft,Petrochirus diogenes giant hermit crab associated circular virus RefSeq Genome,Petrochirus diogenes giant hermit crab associated circular virus I0004A,University of South Florida,2706796104,1692261,Host-associated,Arthropoda,,,,Hermit crab,,,1815,2
2706796214,Virus,Draft,Bacillus phage genome sequencing - Virginia Commonwealth University,Bacillus phage Nigalana,Virginia Commonwealth University,2706796214,1805951,Host-associated,Microbial,,Bacteria,,Bacillus,,,163041,302
2700989092,Virus,Draft,Mycobacterium phage 40AC,Mycobacterium phage 40AC,"National Center for Biotechnology Information (NCBI), National University of Rosario",2700989092,1458717,,,,,,Mycobacterium,,,53396,90
2738542405,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei tombus-like virus 35 WGML3549,"BGI Tech Solutions Co., Ltd.",2738542405,1923283,Host-associated,Arthropoda,,,,,,China,3278,2
2706796677,Virus,Draft,Sunguru virus RefSeq Genome,Sunguru virus Ug#41,"Centers for Disease Control and Prevention (CDC), USA",2706796677,1491491,Host-associated,Birds,,,,Chicken,,,11056,7
2738541865,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai barnacle virus 12 BHTH16091,"BGI Tech Solutions Co., Ltd.",2738541865,1922356,Host-associated,Arthropoda,,,,Amphibalanus rhizophorae,,China,3277,2
2595698583,Virus,Finished,Colombian datura virus,Colombian datura virus,"Plant Protection Programme, Food and Environment Research Agency",2595698583,91613,,,,,,Nicotiana tabacum,,,9621,1
2706795198,Virus,Draft,Enterobacteria phage fd RefSeq Genome,Enterobacteria phage fd 478,Kyoto University,2706795198,10864,Host-associated,Microbial,,Bacteria,,Enterobacterales,,,6408,10
638277092,Virus,Finished,Vibrio phage VP2,Vibrio phage VP2,Chinese Center for Disease Control and Prevention,638277092,260372,,,,,,Vibrio cholerae,,,39853,47
2706795165,Virus,Draft,Pseudoplusia includens SNPV RefSeq Genome,Pseudoplusia includens SNPV IE,Embrapa Recursos Geneticos e Biotecnologia,2706795165,1592335,Host-associated,Arthropoda,,,,Chrysodeixis includens,,,139132,141
2738541745,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei tombus-like virus 21 spider121926,"BGI Tech Solutions Co., Ltd.",2738541745,1923268,Host-associated,Arthropoda,,,,,,China,4633,3
638276861,Virus,Finished,Staphylococcus phage phi13,Staphylococcus phage phi13,University of Oklahoma Health Sciences Center,638276861,186153,,,,,,Staphylococcus aureus subsp. aureus NCTC 8325,,,42722,49
2706795551,Virus,Draft,Lactobacillus phage PLE3 RefSeq Genome,Lactobacillus phage PLE3,University of Buenos Aires,2706795551,1815510,Host-associated,Microbial,,Bacteria,,Lactobacillus,,,41005,61
2706795370,Virus,Draft,Catharanthus yellow mosaic virus RefSeq Genome,Catharanthus yellow mosaic virus DR-151,"National University of Sciences and Technology (NUST), Pakistan",2706795370,1076345,Host-associated,Plants,,,,Catharanthus,,,2752,6
646558450,Virus,Finished,Parana virus,Parana virus,The Scripps Research Institute,646558450,45222,,,,,,Sooretamys angouya,,,10494,4
2588253617,Virus,Finished,Choristoneura biennis entomopoxvirus 'L',Choristoneura biennis entomopoxvirus 'L',University of Tours,2588253617,10288,,,,,,Choristoneura biennis,,,307691,334
2738542585,Virus,Draft,Redefining the invertebrate RNA virosphere,Wuhan Louse Fly Virus 11 BFJSC-9,"BGI Tech Solutions Co., Ltd.",2738542585,1608115,Host-associated,Arthropoda,,,,,,China,6834,1
2738541485,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai picorna-like virus 85 BHHK129719,"BGI Tech Solutions Co., Ltd.",2738541485,1922633,Host-associated,Cnidaria,,,,Bolocera,,China,9188,2
2706795508,Virus,Draft,Common vole polyomavirus RefSeq Genome,Common vole polyomavirus KS13/0947,Vilnius University,2706795508,1737523,Host-associated,Mammals,,,,Microtus arvalis,,,5024,5
2595698985,Virus,Finished,Nilaparvata lugens honeydew virus-2,Nilaparvata lugens honeydew virus-2,National Institute of Agrobiological Sciences,2595698985,1345661,,,,,,Nilaparvata lugens,,,10985,1
645948484,Virus,Finished,,Mikania micrantha mosaic virus,,645948484,487492,,,,,,,,,9280,2
2738541833,Virus,Draft,Redefining the invertebrate RNA virosphere,Changping Tick Virus 1 CP1-2,"BGI Tech Solutions Co., Ltd.",2738541833,1608043,Host-associated,Arthropoda,,,,,,China,7864,2
2706796548,Virus,Draft,Bromus-associated circular DNA virus 1 RefSeq Genome,Bromus-associated circular DNA virus 1 BasCV-1_NZ-NZG01_Sef-2012,University of Canterbury,2706796548,1590154,Host-associated,Plants,,,,Bromus,,,2776,4
641509447,Virus,Finished,Ostreococcus virus OsV5,Ostreococcus virus OsV5,"Oceanological Observatory of Banyuls (OOB), CNRS-UPMC",641509447,489089,,,,,,Ostreococcus tauri,,,185373,269
2738542226,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai sea slater virus 3 BHHZL10233,"BGI Tech Solutions Co., Ltd.",2738542226,1922659,Host-associated,Arthropoda,,,,Ligia exotica,,China,6969,3
2738541758,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei picorna-like virus 33 QTM27281,"BGI Tech Solutions Co., Ltd.",2738541758,1923113,Host-associated,Arthropoda,,,,,,China,9658,1
2588253664,Virus,Permanent Draft,Phaeocystis globosa virus 14T,Phaeocystis globosa virus 14T,Broad Institute,2588253664,755274,,,,,,Phaeocystis globosa,,,452892,444
638276218,Virus,Finished,Human immunodeficiency virus 1,Human immunodeficiency virus 1,,638276218,11676,,,,,,Homo sapiens,,,9181,9
2738541512,Virus,Draft,Redefining the invertebrate RNA virosphere,Changjiang picorna-like virus 6 CJLX30470,"BGI Tech Solutions Co., Ltd.",2738541512,1922795,Host-associated,Arthropoda,,,,Procambarus clarkia,,China,8489,2
638276644,Virus,Finished,Potato aucuba mosaic virus,Potato aucuba mosaic virus,University of Toronto,638276644,12182,,,,,,Solanum tuberosum,,,7059,6
